Unnamed: 0,NIS,Nama Siswa,Kelas,PAB,B.Indonesia,B.Inggris,Informatika,IPA,IPS,Matematika,Mulok,Pancasila,PJOK,Prakarya,Seni
8,4575376263,Candra Alamsyah,IXB,84.16666666666667,81.5,85.33333333333333,87.83333333333333,84.66666666666667,87.33333333333333,84.16666666666667,85.33333333333333,93.33333333333331,85.5,88.33333333333333,86.5
9,4220308418,Yanto Pratama,IXB,84.83333333333333,90.83333333333331,85.33333333333333,87.66666666666667,88.0,84.16666666666667,84.83333333333333,88.83333333333333,90.5,88.83333333333333,87.5,89.33333333333333
10,852193764,Candra Fauzi,IXB,85.5,92.66666666666669,82.33333333333333,83.33333333333333,85.16666666666667,90.5,85.5,91.16666666666669,88.16666666666667,90.83333333333331,89.83333333333333,88.83333333333333
11,7995941839,Naufal Utami,IXB,86.33333333333333,83.0,86.5,88.16666666666667,93.5,88.83333333333333,86.33333333333333,86.16666666666667,84.33333333333333,88.16666666666667,88.16666666666667,90.33333333333331
12,2287990143,Pandu Anggara,IXB,91.66666666666669,88.66666666666667,82.33333333333333,89.16666666666667,89.66666666666667,86.66666666666667,91.66666666666669,86.66666666666667,89.5,85.16666666666667,84.83333333333333,88.5
13,6792970230,Endang Setiawan,IXB,88.0,87.83333333333333,90.5,86.33333333333333,87.66666666666667,83.5,88.0,88.66666666666667,88.66666666666667,93.66666666666669,84.16666666666667,86.33333333333333
14,5395015591,Dedi Syahputra,IXB,90.66666666666669,85.83333333333333,85.33333333333333,84.66666666666667,92.16666666666669,85.83333333333333,90.66666666666669,88.5,86.83333333333333,93.0,83.5,87.33333333333333
15,8372073100,Cahyo Fauzi,IXB,89.5,91.16666666666669,83.83333333333333,91.5,86.83333333333333,88.0,89.5,88.83333333333333,89.83333333333333,82.16666666666667,93.66666666666669,85.0
16,2382173130,Zahra Haryanto,IXB,88.33333333333333,89.16666666666667,87.83333333333333,86.33333333333333,93.16666666666669,88.0,88.33333333333333,83.83333333333333,89.33333333333333,90.33333333333331,85.0,86.16666666666667
17,6932377862,Nur Agung,IXB,88.16666666666667,85.0,84.5,86.0,89.66666666666667,91.16666666666669,88.16666666666667,91.66666666666669,90.83333333333331,91.5,91.83333333333331,87.83333333333333
18,1108893724,Fadli Susanto,IXB,89.16666666666667,88.16666666666667,89.5,86.33333333333333,90.33333333333331,87.16666666666667,89.16666666666667,87.33333333333333,92.16666666666669,85.83333333333333,89.16666666666667,90.33333333333331
19,482541822,Citra Shahab,IXB,90.5,87.16666666666667,85.16666666666667,89.33333333333333,85.66666666666667,92.5,90.5,82.66666666666667,90.66666666666669,91.5,86.33333333333333,91.33333333333331
20,2569593139,Dini Hasan,IXB,93.5,88.33333333333333,89.83333333333333,90.66666666666669,84.0,86.33333333333333,93.5,86.16666666666667,87.83333333333333,90.33333333333331,87.0,87.5
21,2825699805,Zahra Mukhtar,IXB,83.16666666666667,84.5,83.66666666666667,84.5,83.83333333333333,89.0,83.16666666666667,88.16666666666667,93.16666666666669,91.66666666666669,87.0,85.83333333333333
22,1283948104,Hari Wiranata,IXB,86.83333333333333,83.66666666666667,86.5,90.66666666666669,84.5,90.5,86.83333333333333,89.0,90.16666666666669,84.83333333333333,84.0,82.33333333333333
23,9531510491,Siti Nurhalim,IXB,83.66666666666667,88.0,81.0,88.5,88.16666666666667,91.0,83.66666666666667,82.16666666666667,92.5,87.0,87.5,84.66666666666667
24,5742044734,Yuliana Mustofa,IXB,87.66666666666667,86.66666666666667,90.83333333333331,88.0,84.16666666666667,87.0,87.66666666666667,91.66666666666669,87.16666666666667,90.0,87.16666666666667,88.66666666666667
25,3703801616,Reza Halim,IXB,89.83333333333333,93.5,85.5,88.66666666666667,84.66666666666667,88.33333333333333,89.83333333333333,83.0,85.33333333333333,86.83333333333333,85.5,89.83333333333333
26,1629499223,Cahyo Indrawan,IXB,89.16666666666667,89.16666666666667,87.16666666666667,90.0,85.16666666666667,86.33333333333333,89.16666666666667,81.16666666666667,89.33333333333333,89.0,87.66666666666667,85.16666666666667
27,2814806283,Zain Rahman,IXB,88.16666666666667,85.5,84.5,87.5,87.66666666666667,89.16666666666667,88.16666666666667,85.16666666666667,92.66666666666669,86.16666666666667,83.83333333333333,89.66666666666667
28,4138086928,Prasetyo Tirta,IXB,89.66666666666667,87.83333333333333,88.0,85.0,88.83333333333333,88.66666666666667,89.66666666666667,90.33333333333331,89.16666666666667,85.33333333333333,83.33333333333333,86.0
29,8873359289,Raka Lestari,IXB,84.66666666666667,89.16666666666667,93.16666666666669,89.5,89.83333333333333,84.33333333333333,84.66666666666667,86.83333333333333,90.0,86.66666666666667,92.33333333333331,86.16666666666667
30,653484694,Junaidi Samsudin,IXB,86.0,91.16666666666669,86.33333333333333,93.83333333333331,90.16666666666669,83.66666666666667,86.0,84.33333333333333,85.66666666666667,85.66666666666667,91.16666666666669,83.66666666666667
31,5429380595,Widodo Wiranata,IXB,85.83333333333333,87.16666666666667,84.0,90.5,86.66666666666667,86.16666666666667,85.83333333333333,88.16666666666667,80.83333333333333,91.5,88.0,88.33333333333333
32,2124828646,Satria Shahab,IXB,89.16666666666667,94.33333333333331,89.16666666666667,91.83333333333331,86.16666666666667,86.33333333333333,89.16666666666667,86.5,87.83333333333333,83.16666666666667,92.0,86.0
33,951320770,Pandu Arianto,IXB,88.83333333333333,83.33333333333333,81.0,86.33333333333333,87.33333333333333,88.83333333333333,88.83333333333333,89.66666666666667,88.5,90.0,80.0,93.0
34,8999902596,Nia Samsudin,IXB,88.33333333333333,90.83333333333331,92.0,83.16666666666667,87.16666666666667,91.33333333333331,88.33333333333333,88.16666666666667,88.83333333333333,86.5,83.83333333333333,87.5
35,3098424924,Fadli Mahendra,IXB,92.16666666666669,82.66666666666667,85.33333333333333,89.66666666666667,90.5,89.0,92.16666666666669,91.0,88.33333333333333,89.66666666666667,87.0,91.33333333333331
36,2159479542,Joni Rizaldi,IXB,88.83333333333333,87.83333333333333,88.66666666666667,82.83333333333333,86.16666666666667,90.66666666666669,88.83333333333333,89.66666666666667,90.5,88.83333333333333,85.33333333333333,89.16666666666667
37,6002766225,Dicky Fauzi,IXB,87.33333333333333,87.16666666666667,90.33333333333331,91.33333333333331,88.66666666666667,89.5,87.33333333333333,86.33333333333333,87.5,90.66666666666669,87.83333333333333,88.33333333333333
38,8249244176,Febby Abdullah,IXB,89.33333333333333,87.0,86.16666666666667,88.83333333333333,81.66666666666667,86.33333333333333,89.33333333333333,89.5,85.5,87.16666666666667,85.83333333333333,88.16666666666667
39,5898932966,Zahra Utami,IXB,86.0,88.16666666666667,87.0,88.0,89.66666666666667,90.0,86.0,84.66666666666667,91.33333333333331,85.16666666666667,90.66666666666669,85.0
40,5675553853,Eman Ramadhani,IXB,86.16666666666667,87.33333333333333,85.66666666666667,86.83333333333333,87.0,90.83333333333331,86.16666666666667,89.5,82.5,84.83333333333333,89.83333333333333,83.66666666666667
0,6743553954,Farid Santoso,IXC,82.33333333333333,88.0,85.83333333333333,86.33333333333333,82.0,85.16666666666667,82.33333333333333,83.16666666666667,85.33333333333333,86.83333333333333,85.5,82.33333333333333
1,5124964111,Siti Hasan,IXC,86.66666666666667,88.16666666666667,87.66666666666667,87.0,87.83333333333333,87.83333333333333,86.66666666666667,85.5,89.0,81.66666666666667,83.83333333333333,86.16666666666667
2,8522962879,Dedi Simanjuntak,IXC,82.33333333333333,86.33333333333333,88.33333333333333,81.5,82.83333333333333,85.66666666666667,82.33333333333333,87.33333333333333,88.5,88.5,86.33333333333333,81.16666666666667
3,4876281142,Kasman Simanjuntak,IXC,83.0,85.83333333333333,83.5,84.5,85.16666666666667,85.83333333333333,83.0,87.83333333333333,87.66666666666667,85.5,85.16666666666667,87.5
4,4552462886,Dicky Zulkarnain,IXC,89.16666666666667,88.16666666666667,83.66666666666667,85.83333333333333,87.16666666666667,81.66666666666667,89.16666666666667,82.83333333333333,84.33333333333333,83.16666666666667,82.33333333333333,87.16666666666667
5,9055372037,Yoga Wulandari,IXC,82.66666666666667,84.16666666666667,81.5,82.83333333333333,81.0,85.33333333333333,82.66666666666667,84.33333333333333,84.33333333333333,88.0,84.66666666666667,88.66666666666667
6,9919241652,Surya Halim,IXC,84.16666666666667,84.16666666666667,87.0,86.33333333333333,87.0,79.83333333333333,84.16666666666667,84.16666666666667,82.16666666666667,85.83333333333333,82.5,85.5
7,7756046499,Junaidi Firmansyah,IXC,89.66666666666667,83.83333333333333,84.16666666666667,87.0,85.66666666666667,87.16666666666667,89.66666666666667,85.33333333333333,83.16666666666667,88.5,84.5,84.0
8,3616607940,Gilang Zulkarnain,IXC,84.16666666666667,81.33333333333333,86.5,83.16666666666667,85.5,80.66666666666667,84.16666666666667,79.66666666666667,82.5,84.16666666666667,80.5,86.66666666666667
9,8561760882,Yahya Ardiansyah,IXC,86.33333333333333,79.16666666666667,85.66666666666667,81.83333333333333,82.33333333333333,82.33333333333333,86.33333333333333,87.16666666666667,86.66666666666667,79.83333333333333,85.0,84.33333333333333
10,6695329375,Gina Nugraha,IXC,86.66666666666667,83.0,86.66666666666667,82.16666666666667,87.66666666666667,85.0,86.66666666666667,87.16666666666667,84.16666666666667,88.33333333333333,89.33333333333333,84.33333333333333
11,3138551012,Nuri Budi,IXC,83.83333333333333,86.0,88.5,88.0,84.66666666666667,93.33333333333331,83.83333333333333,84.66666666666667,83.0,87.83333333333333,84.33333333333333,83.16666666666667
12,2402565236,Jaka Rasyid,IXC,84.16666666666667,85.83333333333333,84.16666666666667,86.83333333333333,87.5,83.0,84.16666666666667,83.0,87.33333333333333,83.33333333333333,87.5,84.0
13,2692657098,Zulfa Indrawan,IXC,88.16666666666667,84.5,88.5,82.83333333333333,85.16666666666667,85.33333333333333,88.16666666666667,80.83333333333333,81.83333333333333,84.0,87.66666666666667,88.0
14,1884185490,Zaki Syahputra,IXC,88.16666666666667,86.66666666666667,83.83333333333333,81.0,83.33333333333333,86.83333333333333,88.16666666666667,85.83333333333333,84.33333333333333,86.66666666666667,87.83333333333333,88.5
15,1030996560,Ahmad Jatmiko,IXC,83.66666666666667,83.0,81.33333333333333,82.83333333333333,85.16666666666667,84.33333333333333,83.66666666666667,85.5,87.33333333333333,89.16666666666667,83.33333333333333,83.5
16,5173774690,Stefan Yahya,IXC,83.16666666666667,86.33333333333333,85.83333333333333,85.66666666666667,86.0,85.5,83.16666666666667,85.66666666666667,87.33333333333333,82.5,90.0,84.33333333333333
17,4898820797,Hesti Yanto,IXC,84.33333333333333,86.83333333333333,86.16666666666667,83.5,85.0,85.16666666666667,84.33333333333333,82.66666666666667,81.66666666666667,84.16666666666667,84.5,82.16666666666667
18,6399582299,Kartika Sitorus,IXC,89.5,83.5,86.33333333333333,84.83333333333333,86.83333333333333,90.33333333333331,89.5,80.66666666666667,85.83333333333333,85.16666666666667,85.0,89.66666666666667
19,5361787534,Ali Mustofa,IXC,84.0,84.16666666666667,83.5,85.5,85.83333333333333,81.5,84.0,88.5,81.33333333333333,84.83333333333333,85.0,86.0
20,6447007897,Dicky Kusuma,IXC,84.5,86.0,86.16666666666667,85.33333333333333,84.5,85.5,84.5,86.33333333333333,88.5,84.0,88.83333333333333,80.66666666666667
21,5780443815,Dedi Dewantara,IXC,87.0,85.83333333333333,82.66666666666667,83.0,86.33333333333333,85.5,87.0,80.33333333333333,83.83333333333333,85.5,85.33333333333333,89.5
22,7811786036,Abdul Putra,IXC,83.83333333333333,81.16666666666667,86.83333333333333,85.33333333333333,83.0,82.0,83.83333333333333,82.66666666666667,88.83333333333333,82.83333333333333,88.0,85.16666666666667
23,3349985165,Eka Cahyadi,IXC,80.66666666666667,83.33333333333333,81.33333333333333,85.5,85.83333333333333,84.16666666666667,80.66666666666667,86.5,84.33333333333333,85.33333333333333,84.0,87.5
24,2645451249,Candra Santoso,IXC,85.5,84.66666666666667,82.66666666666667,86.16666666666667,83.33333333333333,89.66666666666667,85.5,87.5,81.66666666666667,87.0,86.66666666666667,81.33333333333333
25,6732702663,Dewi Setiawan,IXC,85.5,84.83333333333333,84.33333333333333,82.33333333333333,87.66666666666667,86.0,85.5,84.16666666666667,84.83333333333333,83.16666666666667,81.33333333333333,86.33333333333333
26,6026588043,Dian Halim,IXC,79.83333333333333,85.83333333333333,86.16666666666667,83.33333333333333,86.83333333333333,86.33333333333333,79.83333333333333,85.0,86.0,90.66666666666669,86.0,87.0
27,2475743071,Marwan Ardiansyah,IXC,84.0,84.83333333333333,85.66666666666667,89.0,86.66666666666667,87.33333333333333,84.0,87.66666666666667,78.83333333333333,83.33333333333333,82.66666666666667,87.83333333333333
28,6322885521,Sukma Agung,IXC,84.0,84.16666666666667,81.66666666666667,85.5,82.83333333333333,86.83333333333333,84.0,86.0,84.5,87.16666666666667,85.5,86.0
29,4838143175,Rani Suhendra,IXC,82.0,82.16666666666667,87.83333333333333,83.0,82.0,83.83333333333333,82.0,84.66666666666667,83.33333333333333,87.16666666666667,82.5,85.16666666666667
30,336864725,Intan Jatmiko,IXC,84.0,84.5,88.33333333333333,80.0,83.66666666666667,82.16666666666667,84.0,87.16666666666667,85.5,84.83333333333333,81.83333333333333,85.66666666666667
31,8866490849,Hana Budi,IXC,85.66666666666667,84.5,82.83333333333333,85.5,81.5,84.83333333333333,85.66666666666667,86.0,89.5,85.0,89.33333333333333,81.66666666666667
32,4573310937,Riska Astuti,IXC,84.16666666666667,83.0,84.66666666666667,85.66666666666667,81.66666666666667,87.5,84.16666666666667,84.66666666666667,84.0,86.66666666666667,84.83333333333333,84.0
33,6235546625,Widya Ardiansyah,IXC,79.83333333333333,85.0,78.16666666666667,85.16666666666667,85.66666666666667,84.0,79.83333333333333,82.5,86.0,86.33333333333333,86.16666666666667,88.0
34,1178707897,Gilang Wulandari,IXC,79.66666666666667,87.33333333333333,84.83333333333333,82.5,86.66666666666667,86.16666666666667,79.66666666666667,86.0,84.83333333333333,81.5,87.83333333333333,86.0
35,5083465771,Yahya Dewantara,IXC,86.5,88.0,85.5,85.83333333333333,85.83333333333333,86.5,86.5,85.33333333333333,85.16666666666667,85.5,87.33333333333333,82.16666666666667
36,1705475941,Zain Abdullah,IXC,88.0,87.5,85.16666666666667,85.0,79.16666666666667,85.16666666666667,88.0,81.0,87.83333333333333,83.83333333333333,86.16666666666667,89.33333333333333
37,5900755691,Fitri Budi,IXC,78.66666666666667,85.83333333333333,80.33333333333333,86.33333333333333,85.0,87.0,78.66666666666667,82.83333333333333,88.83333333333333,83.33333333333333,85.66666666666667,84.0
38,556867935,Maya Anggara,IXC,86.66666666666667,84.5,83.83333333333333,84.16666666666667,85.16666666666667,81.33333333333333,86.66666666666667,88.0,85.5,82.66666666666667,83.66666666666667,84.5
39,6590338587,Nur Dharmawan,IXC,83.66666666666667,83.5,83.5,90.5,86.83333333333333,83.5,83.66666666666667,85.16666666666667,82.33333333333333,85.83333333333333,80.0,83.5
40,3590930660,Mirna Utama,IXC,85.33333333333333,83.5,85.0,82.0,85.16666666666667,88.33333333333333,85.33333333333333,86.16666666666667,82.66666666666667,85.33333333333333,82.83333333333333,86.33333333333333
41,7361236275,Mirna Fauzi,IXC,84.5,81.33333333333333,83.0,89.0,86.0,88.16666666666667,84.5,83.66666666666667,82.33333333333333,90.33333333333331,84.83333333333333,80.5
0,1876802784,Rendra Tirta,IXD,79.0,80.5,76.66666666666667,84.83333333333333,79.66666666666667,79.83333333333333,79.0,78.33333333333333,78.16666666666667,77.33333333333333,79.33333333333333,80.5
1,210364725,Nuri Setiawan,IXD,77.0,82.33333333333333,78.5,75.83333333333333,80.16666666666667,84.0,77.0,81.0,76.66666666666667,79.0,79.5,80.5
2,1501288890,Ilham Lestari,IXD,82.83333333333333,74.83333333333333,84.0,71.5,77.16666666666667,71.33333333333333,82.83333333333333,77.0,77.5,84.83333333333333,75.0,77.0
3,9652800549,Surya Winarto,IXD,75.0,83.33333333333333,78.16666666666667,75.0,76.66666666666667,83.0,75.0,74.5,82.5,78.83333333333333,81.33333333333333,77.83333333333333
4,7986890881,Rahmat Indrawan,IXD,73.16666666666667,86.83333333333333,76.66666666666667,78.33333333333333,74.16666666666667,76.33333333333333,73.16666666666667,81.5,83.33333333333333,77.5,78.16666666666667,80.16666666666667
5,5454652235,Utami Haryanto,IXD,75.66666666666667,75.5,81.0,73.5,79.16666666666667,82.5,75.66666666666667,78.0,79.33333333333333,85.5,79.5,75.16666666666667
6,9248143068,Maria Asmara,IXD,78.66666666666667,82.66666666666667,77.5,81.5,75.33333333333333,76.0,78.66666666666667,81.0,83.83333333333333,78.16666666666667,81.33333333333333,82.83333333333333
7,8417909475,Intan Saputra,IXD,77.5,82.83333333333333,70.33333333333333,82.66666666666667,75.33333333333333,79.66666666666667,77.5,81.16666666666667,83.16666666666667,80.66666666666667,80.66666666666667,77.16666666666667
8,9031668459,Zulkarnain Sukardi,IXD,80.33333333333333,73.83333333333333,79.16666666666667,78.5,79.33333333333333,77.83333333333333,80.33333333333333,76.66666666666667,76.83333333333333,78.33333333333333,84.83333333333333,79.0
9,1500593375,Gading Anggara,IXD,78.16666666666667,80.33333333333333,82.16666666666667,85.33333333333333,80.33333333333333,73.16666666666667,78.16666666666667,75.33333333333333,79.0,78.16666666666667,72.5,81.16666666666667
10,979074267,Siti Fadillah,IXD,79.66666666666667,74.0,80.33333333333333,76.5,81.0,78.83333333333333,79.66666666666667,81.0,83.33333333333333,75.16666666666667,80.33333333333333,78.16666666666667
11,9999357550,Nuri Lestari,IXD,76.66666666666667,80.83333333333333,82.5,79.16666666666667,73.5,83.66666666666667,76.66666666666667,73.16666666666667,81.33333333333333,79.16666666666667,76.83333333333333,84.16666666666667
12,8904417916,Bagus Wulandari,IXD,82.83333333333333,81.66666666666667,77.33333333333333,79.66666666666667,80.66666666666667,80.66666666666667,82.83333333333333,80.5,79.0,84.66666666666667,77.5,78.5
13,905779990,Hana Rasyid,IXD,77.33333333333333,79.33333333333333,81.0,77.16666666666667,77.33333333333333,76.33333333333333,77.33333333333333,79.33333333333333,74.83333333333333,71.66666666666667,77.0,79.66666666666667
